model,heldout_language,method,pair,basis_rank,matrix_commutator_norm,closure_residual_ratio,random_subspace_null_mean,random_subspace_null_std,empirical_p_below_random_subspace,coef_N,coef_Q,coef_M,coef_T
BAAI/bge-m3,en,linear,NQ_minus_QN,4,5.786894143715911,0.9986292834947932,0.9998737933428123,9.014168091366028e-05,0.0009990009990009,-0.0378330892684797,-0.0058863376747972,0.0310800209242366,0.0058331233956511
BAAI/bge-m3,en,linear,NM_minus_MN,4,4.696198541523198,0.9985537441907038,0.9998758975198534,8.898771811308475e-05,0.0009990009990009,0.0014398954470885,-0.0141186400291241,0.0482576149834749,-0.0066651072764929
BAAI/bge-m3,en,linear,NT_minus_TN,4,5.497918690681471,0.9975901748478916,0.999881064176827,8.254417243486209e-05,0.0009990009990009,-0.0452878784187134,0.0034702573999449,0.0118131261148732,0.0533812112592069
BAAI/bge-m3,en,linear,QM_minus_MQ,4,4.182366363455465,0.9987355313747984,0.9998777465542646,8.523184351996434e-05,0.0009990009990009,-0.0258814032897198,0.0133799593615869,0.021834400634031,0.0105741237887885
BAAI/bge-m3,en,linear,QT_minus_TQ,4,4.409881695092857,0.9988053542953844,0.999879726398235,8.671680014105017e-05,0.0009990009990009,-0.007981178307367,0.0147424666291627,-0.0024215931242818,0.0230649879242295
BAAI/bge-m3,en,linear,MT_minus_TM,4,3.899406403198593,0.9919205029800526,0.9998754284713524,8.519525926308767e-05,0.0009990009990009,0.035597526493544,0.0335821245623703,0.0074974724294797,-0.0907739487190598
BAAI/bge-m3,en,affine,NQ_minus_QN,4,5.617689811167439,0.9976545940993158,0.9998790887205316,8.510732063555776e-05,0.0009990009990009,-0.0537022939794915,0.0034130836814404,0.0379091611936324,0.0132382101137394
BAAI/bge-m3,en,affine,NM_minus_MN,4,4.645108873508892,0.9984263674183254,0.9998823990641702,8.242107257688282e-05,0.0009990009990009,0.0073189529645063,-0.0248181034687539,0.0443514140614198,-0.0002925121290422
BAAI/bge-m3,en,affine,NT_minus_TN,4,5.254491843828807,0.9973028565501836,0.9998781143062936,8.749586125356115e-05,0.0009990009990009,-0.0355891644231596,-0.0134707479630928,0.0033904614035554,0.0674967259674905
BAAI/bge-m3,en,affine,QM_minus_MQ,4,4.119251184663459,0.9985392470471371,0.99988084608922,8.160723292160318e-05,0.0009990009990009,-0.0266526393444802,0.0163671820802467,0.0253384685850868,0.0067566439528985
BAAI/bge-m3,en,affine,QT_minus_TQ,4,4.28350156671948,0.9987220239128122,0.9998713685834908,9.578193151259048e-05,0.0009990009990009,-0.0068914125398053,0.0180291224274853,-0.0084335071691473,0.0212123174451561
BAAI/bge-m3,en,affine,MT_minus_TM,4,3.8447548719116074,0.9916484247368248,0.9998801144622914,8.389659872860186e-05,0.0009990009990009,0.037141395818793,0.0313104920283757,0.0097319455746929,-0.0931977158234853
