model,ridge_alpha,heldout_language,method,operator,target_cosine,mse,n_test
bert-base-multilingual-cased,100.0,en,additive,N,0.8850167989730835,0.11268959939479828,160
bert-base-multilingual-cased,100.0,en,linear,N,0.6561739223549727,0.28756131108485766,160
bert-base-multilingual-cased,100.0,en,affine,N,0.643440306186676,0.2933254837989807,160
bert-base-multilingual-cased,100.0,en,additive,Q,0.6897540092468262,0.28096097707748413,160
bert-base-multilingual-cased,100.0,en,linear,Q,0.5364009404473048,0.33746186186405436,160
bert-base-multilingual-cased,100.0,en,affine,Q,0.519307017326355,0.348754346370697,160
bert-base-multilingual-cased,100.0,en,additive,M,0.9121428728103638,0.08384208381175995,160
bert-base-multilingual-cased,100.0,en,linear,M,0.7154919412875825,0.24068099635477078,160
bert-base-multilingual-cased,100.0,en,affine,M,0.7022709250450134,0.2451617419719696,160
bert-base-multilingual-cased,100.0,en,additive,T,0.8324397206306458,0.15187440812587738,160
bert-base-multilingual-cased,100.0,en,linear,T,0.6223569305348872,0.24952280812705546,160
bert-base-multilingual-cased,100.0,en,affine,T,0.6137977838516235,0.254982054233551,160
bert-base-multilingual-cased,100.0,es,additive,N,0.8550960421562195,0.10765683650970459,160
bert-base-multilingual-cased,100.0,es,linear,N,0.6323852847246105,0.2290712056747462,160
bert-base-multilingual-cased,100.0,es,affine,N,0.59623783826828,0.24279971420764923,160
bert-base-multilingual-cased,100.0,es,additive,Q,0.7801157236099243,0.16925865411758423,160
bert-base-multilingual-cased,100.0,es,linear,Q,0.4979254965813203,0.2975968374357435,160
bert-base-multilingual-cased,100.0,es,affine,Q,0.47380685806274414,0.3110303282737732,160
bert-base-multilingual-cased,100.0,es,additive,M,0.877995491027832,0.08743571490049362,160
bert-base-multilingual-cased,100.0,es,linear,M,0.6340338279529656,0.21823355949931292,160
bert-base-multilingual-cased,100.0,es,affine,M,0.5988579988479614,0.2304716557264328,160
bert-base-multilingual-cased,100.0,es,additive,T,0.8415452837944031,0.12201949208974838,160
bert-base-multilingual-cased,100.0,es,linear,T,0.6402587414010729,0.23155531514303385,160
bert-base-multilingual-cased,100.0,es,affine,T,0.6020442247390747,0.24504229426383972,160
bert-base-multilingual-cased,100.0,fr,additive,N,0.8773603439331055,0.09529711306095123,160
bert-base-multilingual-cased,100.0,fr,linear,N,0.6360585336210219,0.22820252750628506,160
bert-base-multilingual-cased,100.0,fr,affine,N,0.5985991358757019,0.2478083074092865,160
