model,ridge_alpha,heldout_language,method,operator,target_cosine,mse,n_test
distilbert-base-multilingual-cased,10.0,en,additive,N,0.8924025297164917,0.06361905485391617,160
distilbert-base-multilingual-cased,10.0,en,linear,N,0.6316218821704117,0.1706676673271675,160
distilbert-base-multilingual-cased,10.0,en,affine,N,0.613296389579773,0.1784452646970749,160
distilbert-base-multilingual-cased,10.0,en,additive,Q,0.801284670829773,0.10401014238595963,160
distilbert-base-multilingual-cased,10.0,en,linear,Q,0.5897829894882927,0.15820015935569373,160
distilbert-base-multilingual-cased,10.0,en,affine,Q,0.5833005905151367,0.16285540163516998,160
distilbert-base-multilingual-cased,10.0,en,additive,M,0.9501887559890747,0.030007297173142433,160
distilbert-base-multilingual-cased,10.0,en,linear,M,0.735649733451754,0.1357293602645553,160
distilbert-base-multilingual-cased,10.0,en,affine,M,0.7124541997909546,0.14381971955299377,160
distilbert-base-multilingual-cased,10.0,en,additive,T,0.8698016405105591,0.07715550065040588,160
distilbert-base-multilingual-cased,10.0,en,linear,T,0.6363613697908547,0.1658560305257188,160
distilbert-base-multilingual-cased,10.0,en,affine,T,0.6244893074035645,0.17266838252544403,160
distilbert-base-multilingual-cased,10.0,es,additive,N,0.9219627380371094,0.03542118892073631,160
distilbert-base-multilingual-cased,10.0,es,linear,N,0.6398228898502258,0.13566573947064425,160
distilbert-base-multilingual-cased,10.0,es,affine,N,0.5726960897445679,0.15726201236248016,160
distilbert-base-multilingual-cased,10.0,es,additive,Q,0.9286419749259949,0.02973100170493126,160
distilbert-base-multilingual-cased,10.0,es,linear,Q,0.5362177116404242,0.14892785962420702,160
distilbert-base-multilingual-cased,10.0,es,affine,Q,0.5159986615180969,0.15418897569179535,160
distilbert-base-multilingual-cased,10.0,es,additive,M,0.9458853006362915,0.024653447791934013,160
distilbert-base-multilingual-cased,10.0,es,linear,M,0.6924938633183184,0.11698158270744585,160
distilbert-base-multilingual-cased,10.0,es,affine,M,0.6366811990737915,0.13264520466327667,160
distilbert-base-multilingual-cased,10.0,es,additive,T,0.9222387075424194,0.03598713502287865,160
distilbert-base-multilingual-cased,10.0,es,linear,T,0.6553311470534077,0.13304669627583796,160
distilbert-base-multilingual-cased,10.0,es,affine,T,0.5993431210517883,0.15160974860191345,160
distilbert-base-multilingual-cased,10.0,fr,additive,N,0.9101687669754028,0.03964199870824814,160
distilbert-base-multilingual-cased,10.0,fr,linear,N,0.6056664429257416,0.1366300020922157,160
distilbert-base-multilingual-cased,10.0,fr,affine,N,0.5462024807929993,0.15404704213142395,160
