model,ridge_alpha,heldout_language,method,operator,target_cosine,mse,n_test
sentence-transformers/LaBSE,1.0,en,additive,N,0.9493204951286316,0.18101954460144043,160
sentence-transformers/LaBSE,1.0,en,linear,N,0.8304103942243449,0.5849140868707281,160
sentence-transformers/LaBSE,1.0,en,affine,N,0.8325344324111938,0.5754810571670532,160
sentence-transformers/LaBSE,1.0,en,additive,Q,0.9536206126213074,0.17113859951496124,160
sentence-transformers/LaBSE,1.0,en,linear,Q,0.8793182659505827,0.43204942898733806,160
sentence-transformers/LaBSE,1.0,en,affine,Q,0.8731420636177063,0.4571908116340637,160
sentence-transformers/LaBSE,1.0,en,additive,M,0.9544792175292969,0.15352928638458252,160
sentence-transformers/LaBSE,1.0,en,linear,M,0.9097943789404634,0.2636343383396079,160
sentence-transformers/LaBSE,1.0,en,affine,M,0.9034250378608704,0.2861171066761017,160
sentence-transformers/LaBSE,1.0,en,additive,T,0.9380899667739868,0.22355082631111145,160
sentence-transformers/LaBSE,1.0,en,linear,T,0.799300710641854,0.7058335169932721,160
sentence-transformers/LaBSE,1.0,en,affine,T,0.8209327459335327,0.6222466230392456,160
sentence-transformers/LaBSE,1.0,es,additive,N,0.8900077939033508,0.31113845109939575,160
sentence-transformers/LaBSE,1.0,es,linear,N,0.8430725800991784,0.43375001421394116,160
sentence-transformers/LaBSE,1.0,es,affine,N,0.8424897193908691,0.43852686882019043,160
sentence-transformers/LaBSE,1.0,es,additive,Q,0.9316412210464478,0.21415142714977264,160
sentence-transformers/LaBSE,1.0,es,linear,Q,0.866228146600242,0.49839677698235807,160
sentence-transformers/LaBSE,1.0,es,affine,Q,0.8618329763412476,0.5259168148040771,160
sentence-transformers/LaBSE,1.0,es,additive,M,0.9439899325370789,0.16905489563941956,160
sentence-transformers/LaBSE,1.0,es,linear,M,0.8991237172045328,0.22854145358629907,160
sentence-transformers/LaBSE,1.0,es,affine,M,0.8996618390083313,0.2278108149766922,160
sentence-transformers/LaBSE,1.0,es,additive,T,0.9051445126533508,0.293889582157135,160
sentence-transformers/LaBSE,1.0,es,linear,T,0.8948408436570043,0.3277619659852677,160
sentence-transformers/LaBSE,1.0,es,affine,T,0.8963268399238586,0.325169175863266,160
sentence-transformers/LaBSE,1.0,fr,additive,N,0.9002231359481812,0.32109537720680237,160
sentence-transformers/LaBSE,1.0,fr,linear,N,0.8940120732139001,0.32742002504627604,160
sentence-transformers/LaBSE,1.0,fr,affine,N,0.8944433331489563,0.32675671577453613,160
sentence-transformers/LaBSE,1.0,fr,additive,Q,0.924344539642334,0.3636522889137268,160
sentence-transformers/LaBSE,1.0,fr,linear,Q,0.9149360163333581,0.3741375185476049,160
sentence-transformers/LaBSE,1.0,fr,affine,Q,0.9158570170402527,0.37285250425338745,160
sentence-transformers/LaBSE,1.0,fr,additive,M,0.9318933486938477,0.20376572012901306,160
sentence-transformers/LaBSE,1.0,fr,linear,M,0.905524427351222,0.2382490094580719,160
sentence-transformers/LaBSE,1.0,fr,affine,M,0.9053624868392944,0.23859843611717224,160
sentence-transformers/LaBSE,1.0,fr,additive,T,0.9353839159011841,0.2247476875782013,160
sentence-transformers/LaBSE,1.0,fr,linear,T,0.9026798902425966,0.3339371839315924,160
sentence-transformers/LaBSE,1.0,fr,affine,T,0.902341365814209,0.3354473412036896,160
sentence-transformers/LaBSE,1.0,de,additive,N,0.922206699848175,0.3143025040626526,160
sentence-transformers/LaBSE,1.0,de,linear,N,0.8714508044907638,0.4950641020154274,160
sentence-transformers/LaBSE,1.0,de,affine,N,0.8696528673171997,0.5042480230331421,160
sentence-transformers/LaBSE,1.0,de,additive,Q,0.9307405352592468,0.3201735317707062,160
sentence-transformers/LaBSE,1.0,de,linear,Q,0.9377012092252952,0.3237257546496908,160
sentence-transformers/LaBSE,1.0,de,affine,Q,0.9377514123916626,0.32743361592292786,160
sentence-transformers/LaBSE,1.0,de,additive,M,0.9248083233833313,0.2901768088340759,160
sentence-transformers/LaBSE,1.0,de,linear,M,0.8703606458348894,0.41964081832569206,160
sentence-transformers/LaBSE,1.0,de,affine,M,0.8711851239204407,0.4180811941623688,160
sentence-transformers/LaBSE,1.0,de,additive,T,0.9187755584716797,0.3156082034111023,160
sentence-transformers/LaBSE,1.0,de,linear,T,0.830628249930343,0.6202228575948927,160
sentence-transformers/LaBSE,1.0,de,affine,T,0.8336490392684937,0.6116781830787659,160
sentence-transformers/LaBSE,1.0,ru,additive,N,0.8941947817802429,0.22830943763256073,160
sentence-transformers/LaBSE,1.0,ru,linear,N,0.6548603752567406,0.823225922459035,160
sentence-transformers/LaBSE,1.0,ru,affine,N,0.665265679359436,0.7857352495193481,160
sentence-transformers/LaBSE,1.0,ru,additive,Q,0.9002760648727417,0.25206825137138367,160
sentence-transformers/LaBSE,1.0,ru,linear,Q,0.79353717943337,0.4945913122945577,160
sentence-transformers/LaBSE,1.0,ru,affine,Q,0.7922309637069702,0.49874648451805115,160
sentence-transformers/LaBSE,1.0,ru,additive,M,0.8837202191352844,0.26412588357925415,160
sentence-transformers/LaBSE,1.0,ru,linear,M,0.7975816878120577,0.4150661580352983,160
sentence-transformers/LaBSE,1.0,ru,affine,M,0.7967580556869507,0.4134973883628845,160
sentence-transformers/LaBSE,1.0,ru,additive,T,0.8780864477157593,0.27426645159721375,160
sentence-transformers/LaBSE,1.0,ru,linear,T,0.6214704840592596,0.8619859976023208,160
sentence-transformers/LaBSE,1.0,ru,affine,T,0.6114377379417419,0.9063917398452759,160
sentence-transformers/LaBSE,1.0,zh,additive,N,0.9384737014770508,0.15943941473960876,160
sentence-transformers/LaBSE,1.0,zh,linear,N,0.8406322529190102,0.4150552719205983,160
sentence-transformers/LaBSE,1.0,zh,affine,N,0.8401524424552917,0.41564416885375977,160
sentence-transformers/LaBSE,1.0,zh,additive,Q,0.9229196310043335,0.20962083339691162,160
sentence-transformers/LaBSE,1.0,zh,linear,Q,0.8685952765274259,0.38552540744108577,160
sentence-transformers/LaBSE,1.0,zh,affine,Q,0.8706676363945007,0.3745352625846863,160
sentence-transformers/LaBSE,1.0,zh,additive,M,0.9376081228256226,0.16172568500041962,160
sentence-transformers/LaBSE,1.0,zh,linear,M,0.8572957586287385,0.315959057935289,160
sentence-transformers/LaBSE,1.0,zh,affine,M,0.8569771647453308,0.31603819131851196,160
sentence-transformers/LaBSE,1.0,zh,additive,T,0.9534164667129517,0.12614449858665466,160
sentence-transformers/LaBSE,1.0,zh,linear,T,0.8538721453794649,0.3934587425898671,160
sentence-transformers/LaBSE,1.0,zh,affine,T,0.8539955019950867,0.39123794436454773,160
sentence-transformers/LaBSE,1.0,ar,additive,N,0.8875210881233215,0.3094971179962158,160
sentence-transformers/LaBSE,1.0,ar,linear,N,0.4137559093289377,1.7840417147669114,160
sentence-transformers/LaBSE,1.0,ar,affine,N,0.38030266761779785,1.98085618019104,160
sentence-transformers/LaBSE,1.0,ar,additive,Q,0.8563591837882996,0.373615026473999,160
sentence-transformers/LaBSE,1.0,ar,linear,Q,0.6586320348181008,0.9075604397168184,160
sentence-transformers/LaBSE,1.0,ar,affine,Q,0.6143409609794617,1.0541203022003174,160
sentence-transformers/LaBSE,1.0,ar,additive,M,0.9380863904953003,0.17991116642951965,160
sentence-transformers/LaBSE,1.0,ar,linear,M,0.7160265777606174,0.7719087663105032,160
sentence-transformers/LaBSE,1.0,ar,affine,M,0.7222774028778076,0.7317411303520203,160
sentence-transformers/LaBSE,1.0,ar,additive,T,0.8868389129638672,0.3256572186946869,160
sentence-transformers/LaBSE,1.0,ar,linear,T,0.6271178938372172,1.1241077106958848,160
sentence-transformers/LaBSE,1.0,ar,affine,T,0.6231237649917603,1.1103630065917969,160
