model,ridge_alpha,heldout_language,method,operator,target_cosine,mse,n_test,mean_target_cosine,mean_mse,cells
distilbert-base-multilingual-cased,1.0,zh,linear,Q,0.4231253476667284,0.3095723568428028,160.0,,,
distilbert-base-multilingual-cased,1.0,zh,affine,Q,0.5730108022689819,0.2218604534864425,160.0,,,
distilbert-base-multilingual-cased,1.0,zh,additive,M,0.9580432772636414,0.0279275681823492,160.0,,,
distilbert-base-multilingual-cased,1.0,zh,linear,M,0.7224380353342056,0.1663889672190657,160.0,,,
distilbert-base-multilingual-cased,1.0,zh,affine,M,0.6642235517501831,0.198259174823761,160.0,,,
distilbert-base-multilingual-cased,1.0,zh,additive,T,0.9524980783462524,0.0315460078418254,160.0,,,
distilbert-base-multilingual-cased,1.0,zh,linear,T,0.5310442606779934,0.2807383884420621,160.0,,,
distilbert-base-multilingual-cased,1.0,zh,affine,T,0.5759113430976868,0.2472564876079559,160.0,,,
distilbert-base-multilingual-cased,1.0,ar,additive,N,0.9424899816513062,0.0465787202119827,160.0,,,
distilbert-base-multilingual-cased,1.0,ar,linear,N,0.6483603007290648,0.2722367227117687,160.0,,,
distilbert-base-multilingual-cased,1.0,ar,affine,N,0.4198305606842041,0.4640730321407318,160.0,,,
distilbert-base-multilingual-cased,1.0,ar,additive,Q,0.927968978881836,0.068771980702877,160.0,,,
distilbert-base-multilingual-cased,1.0,ar,linear,Q,0.4649300600883016,0.4188648434537483,160.0,,,
distilbert-base-multilingual-cased,1.0,ar,affine,Q,0.5180606842041016,0.332409918308258,160.0,,,
distilbert-base-multilingual-cased,1.0,ar,additive,M,0.9740617871284484,0.0217594839632511,160.0,,,
distilbert-base-multilingual-cased,1.0,ar,linear,M,0.763088247356764,0.1949650118166498,160.0,,,
distilbert-base-multilingual-cased,1.0,ar,affine,M,0.5967823266983032,0.3527888655662536,160.0,,,
distilbert-base-multilingual-cased,1.0,ar,additive,T,0.9376628994941713,0.0514333061873912,160.0,,,
distilbert-base-multilingual-cased,1.0,ar,linear,T,0.6125749918366445,0.3192586246279855,160.0,,,
distilbert-base-multilingual-cased,1.0,ar,affine,T,0.475885808467865,0.3951957821846008,160.0,,,
distilbert-base-multilingual-cased,10.0,en,additive,N,0.8924025297164917,0.0636190548539161,160.0,,,
distilbert-base-multilingual-cased,10.0,en,linear,N,0.6316218821704117,0.1706676673271675,160.0,,,
distilbert-base-multilingual-cased,10.0,en,affine,N,0.613296389579773,0.1784452646970749,160.0,,,
distilbert-base-multilingual-cased,10.0,en,additive,Q,0.801284670829773,0.1040101423859596,160.0,,,
distilbert-base-multilingual-cased,10.0,en,linear,Q,0.5897829894882927,0.1582001593556937,160.0,,,
distilbert-base-multilingual-cased,10.0,en,affine,Q,0.5833005905151367,0.1628554016351699,160.0,,,
distilbert-base-multilingual-cased,10.0,en,additive,M,0.9501887559890748,0.0300072971731424,160.0,,,
distilbert-base-multilingual-cased,10.0,en,linear,M,0.735649733451754,0.1357293602645553,160.0,,,
distilbert-base-multilingual-cased,10.0,en,affine,M,0.7124541997909546,0.1438197195529937,160.0,,,
distilbert-base-multilingual-cased,10.0,en,additive,T,0.8698016405105591,0.0771555006504058,160.0,,,
distilbert-base-multilingual-cased,10.0,en,linear,T,0.6363613697908547,0.1658560305257188,160.0,,,
distilbert-base-multilingual-cased,10.0,en,affine,T,0.6244893074035645,0.172668382525444,160.0,,,
distilbert-base-multilingual-cased,10.0,es,additive,N,0.9219627380371094,0.0354211889207363,160.0,,,
distilbert-base-multilingual-cased,10.0,es,linear,N,0.6398228898502258,0.1356657394706442,160.0,,,
distilbert-base-multilingual-cased,10.0,es,affine,N,0.5726960897445679,0.1572620123624801,160.0,,,
distilbert-base-multilingual-cased,10.0,es,additive,Q,0.9286419749259948,0.0297310017049312,160.0,,,
distilbert-base-multilingual-cased,10.0,es,linear,Q,0.5362177116404242,0.148927859624207,160.0,,,
distilbert-base-multilingual-cased,10.0,es,affine,Q,0.5159986615180969,0.1541889756917953,160.0,,,
distilbert-base-multilingual-cased,10.0,es,additive,M,0.9458853006362916,0.024653447791934,160.0,,,
distilbert-base-multilingual-cased,10.0,es,linear,M,0.6924938633183184,0.1169815827074458,160.0,,,
distilbert-base-multilingual-cased,10.0,es,affine,M,0.6366811990737915,0.1326452046632766,160.0,,,
distilbert-base-multilingual-cased,10.0,es,additive,T,0.9222387075424194,0.0359871350228786,160.0,,,
distilbert-base-multilingual-cased,10.0,es,linear,T,0.6553311470534077,0.1330466962758379,160.0,,,
distilbert-base-multilingual-cased,10.0,es,affine,T,0.5993431210517883,0.1516097486019134,160.0,,,
distilbert-base-multilingual-cased,10.0,fr,additive,N,0.9101687669754028,0.0396419987082481,160.0,,,
distilbert-base-multilingual-cased,10.0,fr,linear,N,0.6056664429257416,0.1366300020922157,160.0,,,
distilbert-base-multilingual-cased,10.0,fr,affine,N,0.5462024807929993,0.1540470421314239,160.0,,,
distilbert-base-multilingual-cased,10.0,fr,additive,Q,0.8894121050834656,0.0473188795149326,160.0,,,
distilbert-base-multilingual-cased,10.0,fr,linear,Q,0.5291425308268423,0.1493110870568821,160.0,,,
distilbert-base-multilingual-cased,10.0,fr,affine,Q,0.5070458650588989,0.1569044888019561,160.0,,,
distilbert-base-multilingual-cased,10.0,fr,additive,M,0.9470926523208618,0.0236013792455196,160.0,,,
distilbert-base-multilingual-cased,10.0,fr,linear,M,0.6991639727333513,0.1124387145031967,160.0,,,
distilbert-base-multilingual-cased,10.0,fr,affine,M,0.6190298795700073,0.1343611776828766,160.0,,,
distilbert-base-multilingual-cased,10.0,fr,additive,T,0.9256173968315125,0.0339724905788898,160.0,,,
distilbert-base-multilingual-cased,10.0,fr,linear,T,0.6725781607060337,0.121386252879087,160.0,,,
distilbert-base-multilingual-cased,10.0,fr,affine,T,0.6197683215141296,0.1370817124843597,160.0,,,
distilbert-base-multilingual-cased,10.0,de,additive,N,0.9204826354980468,0.0370283499360084,160.0,,,
distilbert-base-multilingual-cased,10.0,de,linear,N,0.5872023960287425,0.1419726997999613,160.0,,,
distilbert-base-multilingual-cased,10.0,de,affine,N,0.499411404132843,0.170399010181427,160.0,,,
distilbert-base-multilingual-cased,10.0,de,additive,Q,0.899161696434021,0.0444141998887062,160.0,,,
distilbert-base-multilingual-cased,10.0,de,linear,Q,0.4293170021731489,0.173671935378712,160.0,,,
distilbert-base-multilingual-cased,10.0,de,affine,Q,0.4465791583061218,0.168146938085556,160.0,,,
distilbert-base-multilingual-cased,10.0,de,additive,M,0.9725152254104614,0.0129550052806735,160.0,,,
distilbert-base-multilingual-cased,10.0,de,linear,M,0.6824026634266154,0.1206285485321359,160.0,,,
distilbert-base-multilingual-cased,10.0,de,affine,M,0.5985536575317383,0.1433583945035934,160.0,,,
distilbert-base-multilingual-cased,10.0,de,additive,T,0.925345778465271,0.0355911441147327,160.0,,,
distilbert-base-multilingual-cased,10.0,de,linear,T,0.5974633410190401,0.146446792170943,160.0,,,
distilbert-base-multilingual-cased,10.0,de,affine,T,0.5418781042098999,0.1654088050127029,160.0,,,
distilbert-base-multilingual-cased,10.0,ru,additive,N,0.9225307703018188,0.0334813818335533,160.0,,,
distilbert-base-multilingual-cased,10.0,ru,linear,N,0.6024424080486457,0.1388183492753913,160.0,,,
distilbert-base-multilingual-cased,10.0,ru,affine,N,0.5684146881103516,0.1469308882951736,160.0,,,
distilbert-base-multilingual-cased,10.0,ru,additive,Q,0.8836595416069031,0.0473120361566543,160.0,,,
distilbert-base-multilingual-cased,10.0,ru,linear,Q,0.5816485741378147,0.1241471103386779,160.0,,,
distilbert-base-multilingual-cased,10.0,ru,affine,Q,0.4919274449348449,0.1440179198980331,160.0,,,
distilbert-base-multilingual-cased,10.0,ru,additive,M,0.9038702249526978,0.0408215299248695,160.0,,,
distilbert-base-multilingual-cased,10.0,ru,linear,M,0.7089394287822794,0.1016053676265184,160.0,,,
distilbert-base-multilingual-cased,10.0,ru,affine,M,0.6674356460571289,0.1099148020148277,160.0,,,
distilbert-base-multilingual-cased,10.0,ru,additive,T,0.931964099407196,0.0299101769924163,160.0,,,
distilbert-base-multilingual-cased,10.0,ru,linear,T,0.6417719152816093,0.1232838690148993,160.0,,,
distilbert-base-multilingual-cased,10.0,ru,affine,T,0.6152693629264832,0.130076065659523,160.0,,,
distilbert-base-multilingual-cased,10.0,zh,additive,N,0.939517617225647,0.039819598197937,160.0,,,
distilbert-base-multilingual-cased,10.0,zh,linear,N,0.6095220029165772,0.2076306985948779,160.0,,,
distilbert-base-multilingual-cased,10.0,zh,affine,N,0.564664363861084,0.2260976284742355,160.0,,,
distilbert-base-multilingual-cased,10.0,zh,additive,Q,0.9038507342338562,0.0609228201210498,160.0,,,
distilbert-base-multilingual-cased,10.0,zh,linear,Q,0.5093137676089462,0.2316089374877384,160.0,,,
distilbert-base-multilingual-cased,10.0,zh,affine,Q,0.5318625569343567,0.2244263440370559,160.0,,,
distilbert-base-multilingual-cased,10.0,zh,additive,M,0.9580432772636414,0.0279275681823492,160.0,,,
distilbert-base-multilingual-cased,10.0,zh,linear,M,0.7215380497105577,0.1676769508141012,160.0,,,
distilbert-base-multilingual-cased,10.0,zh,affine,M,0.6422696113586426,0.1999135315418243,160.0,,,
distilbert-base-multilingual-cased,10.0,zh,additive,T,0.9524980783462524,0.0315460078418254,160.0,,,
distilbert-base-multilingual-cased,10.0,zh,linear,T,0.6211459253597147,0.2048155802139602,160.0,,,
distilbert-base-multilingual-cased,10.0,zh,affine,T,0.5883151292800903,0.2184747755527496,160.0,,,
distilbert-base-multilingual-cased,10.0,ar,additive,N,0.9424899816513062,0.0465787202119827,160.0,,,
distilbert-base-multilingual-cased,10.0,ar,linear,N,0.6797942499954551,0.2062704611780684,160.0,,,
distilbert-base-multilingual-cased,10.0,ar,affine,N,0.3872764706611633,0.337430477142334,160.0,,,
distilbert-base-multilingual-cased,10.0,ar,additive,Q,0.927968978881836,0.068771980702877,160.0,,,
distilbert-base-multilingual-cased,10.0,ar,linear,Q,0.4673388949394478,0.3412614755273404,160.0,,,
distilbert-base-multilingual-cased,10.0,ar,affine,Q,0.3928687274456024,0.3473822474479675,160.0,,,
distilbert-base-multilingual-cased,10.0,ar,additive,M,0.9740617871284484,0.0217594839632511,160.0,,,
distilbert-base-multilingual-cased,10.0,ar,linear,M,0.7539560006620114,0.1864372573825981,160.0,,,
distilbert-base-multilingual-cased,10.0,ar,affine,M,0.4630380570888519,0.3374548554420471,160.0,,,
distilbert-base-multilingual-cased,10.0,ar,additive,T,0.9376628994941713,0.0514333061873912,160.0,,,
distilbert-base-multilingual-cased,10.0,ar,linear,T,0.6522577055810499,0.2124603887470754,160.0,,,
distilbert-base-multilingual-cased,10.0,ar,affine,T,0.4077079892158508,0.3171387612819671,160.0,,,
distilbert-base-multilingual-cased,100.0,en,additive,N,0.8924025297164917,0.0636190548539161,160.0,,,
distilbert-base-multilingual-cased,100.0,en,linear,N,0.5839785143487001,0.1888996095410972,160.0,,,
distilbert-base-multilingual-cased,100.0,en,affine,N,0.5505083799362183,0.197674959897995,160.0,,,
distilbert-base-multilingual-cased,100.0,en,additive,Q,0.801284670829773,0.1040101423859596,160.0,,,
distilbert-base-multilingual-cased,100.0,en,linear,Q,0.5336735594256874,0.1736600737767428,160.0,,,
distilbert-base-multilingual-cased,100.0,en,affine,Q,0.5042068362236023,0.1813850402832031,160.0,,,
distilbert-base-multilingual-cased,100.0,en,additive,M,0.9501887559890748,0.0300072971731424,160.0,,,
distilbert-base-multilingual-cased,100.0,en,linear,M,0.6481340499141579,0.1746226781017078,160.0,,,
distilbert-base-multilingual-cased,100.0,en,affine,M,0.6099745035171509,0.1839009225368499,160.0,,,
distilbert-base-multilingual-cased,100.0,en,additive,T,0.8698016405105591,0.0771555006504058,160.0,,,
distilbert-base-multilingual-cased,100.0,en,linear,T,0.5809304369601542,0.182904946858234,160.0,,,
distilbert-base-multilingual-cased,100.0,en,affine,T,0.5537568926811218,0.191474363207817,160.0,,,
distilbert-base-multilingual-cased,100.0,es,additive,N,0.9219627380371094,0.0354211889207363,160.0,,,
distilbert-base-multilingual-cased,100.0,es,linear,N,0.5606299523750431,0.1598390268472007,160.0,,,
distilbert-base-multilingual-cased,100.0,es,affine,N,0.4761751294136047,0.178070455789566,160.0,,,
distilbert-base-multilingual-cased,100.0,es,additive,Q,0.9286419749259948,0.0297310017049312,160.0,,,
distilbert-base-multilingual-cased,100.0,es,linear,Q,0.480723451352275,0.1587428646616582,160.0,,,
distilbert-base-multilingual-cased,100.0,es,affine,Q,0.3912428319454193,0.1760535985231399,160.0,,,
distilbert-base-multilingual-cased,100.0,es,additive,M,0.9458853006362916,0.024653447791934,160.0,,,
distilbert-base-multilingual-cased,100.0,es,linear,M,0.5968389731191669,0.1466840082854659,160.0,,,
distilbert-base-multilingual-cased,100.0,es,affine,M,0.5174463987350464,0.1628832072019577,160.0,,,
distilbert-base-multilingual-cased,100.0,es,additive,T,0.9222387075424194,0.0359871350228786,160.0,,,
distilbert-base-multilingual-cased,100.0,es,linear,T,0.5797074458781835,0.1575185318187395,160.0,,,
distilbert-base-multilingual-cased,100.0,es,affine,T,0.5080205202102661,0.1727708578109741,160.0,,,
distilbert-base-multilingual-cased,100.0,fr,additive,N,0.9101687669754028,0.0396419987082481,160.0,,,
distilbert-base-multilingual-cased,100.0,fr,linear,N,0.5494018834469455,0.1519546429865778,160.0,,,
distilbert-base-multilingual-cased,100.0,fr,affine,N,0.4476875364780426,0.1746380627155304,160.0,,,
distilbert-base-multilingual-cased,100.0,fr,additive,Q,0.8894121050834656,0.0473188795149326,160.0,,,
distilbert-base-multilingual-cased,100.0,fr,linear,Q,0.4747433471722361,0.1601916516574662,160.0,,,
distilbert-base-multilingual-cased,100.0,fr,affine,Q,0.3974425196647644,0.1763786375522613,160.0,,,
distilbert-base-multilingual-cased,100.0,fr,additive,M,0.9470926523208618,0.0236013792455196,160.0,,,
distilbert-base-multilingual-cased,100.0,fr,linear,M,0.5946138187839287,0.142951482674932,160.0,,,
distilbert-base-multilingual-cased,100.0,fr,affine,M,0.4892758727073669,0.166549265384674,160.0,,,
distilbert-base-multilingual-cased,100.0,fr,additive,T,0.9256173968315125,0.0339724905788898,160.0,,,
distilbert-base-multilingual-cased,100.0,fr,linear,T,0.621173974485148,0.1402957236046991,160.0,,,
distilbert-base-multilingual-cased,100.0,fr,affine,T,0.5296183824539185,0.1587779968976974,160.0,,,
distilbert-base-multilingual-cased,100.0,de,additive,N,0.9204826354980468,0.0370283499360084,160.0,,,
distilbert-base-multilingual-cased,100.0,de,linear,N,0.5325981116418346,0.1561347298554408,160.0,,,
distilbert-base-multilingual-cased,100.0,de,affine,N,0.3906976580619812,0.1870734542608261,160.0,,,
distilbert-base-multilingual-cased,100.0,de,additive,Q,0.899161696434021,0.0444141998887062,160.0,,,
distilbert-base-multilingual-cased,100.0,de,linear,Q,0.3885128737827872,0.1727289178678226,160.0,,,
distilbert-base-multilingual-cased,100.0,de,affine,Q,0.3215427994728088,0.1868107914924621,160.0,,,
distilbert-base-multilingual-cased,100.0,de,additive,M,0.9725152254104614,0.0129550052806735,160.0,,,
distilbert-base-multilingual-cased,100.0,de,linear,M,0.5821137340631217,0.1511300810068047,160.0,,,
distilbert-base-multilingual-cased,100.0,de,affine,M,0.4668909907341003,0.1745070517063141,160.0,,,
distilbert-base-multilingual-cased,100.0,de,additive,T,0.925345778465271,0.0355911441147327,160.0,,,
distilbert-base-multilingual-cased,100.0,de,linear,T,0.5472183326657609,0.1614878029854322,160.0,,,
distilbert-base-multilingual-cased,100.0,de,affine,T,0.4378199577331543,0.1859233975410461,160.0,,,
distilbert-base-multilingual-cased,100.0,ru,additive,N,0.9225307703018188,0.0334813818335533,160.0,,,
distilbert-base-multilingual-cased,100.0,ru,linear,N,0.5378818653890831,0.1609687518120172,160.0,,,
distilbert-base-multilingual-cased,100.0,ru,affine,N,0.4519461691379547,0.1725855767726898,160.0,,,
distilbert-base-multilingual-cased,100.0,ru,additive,Q,0.8836595416069031,0.0473120361566543,160.0,,,
distilbert-base-multilingual-cased,100.0,ru,linear,Q,0.5025533875283968,0.1437945332659514,160.0,,,
distilbert-base-multilingual-cased,100.0,ru,affine,Q,0.3384613990783691,0.1675719916820526,160.0,,,
distilbert-base-multilingual-cased,100.0,ru,additive,M,0.9038702249526978,0.0408215299248695,160.0,,,
distilbert-base-multilingual-cased,100.0,ru,linear,M,0.5859009365674555,0.1372835709531949,160.0,,,
distilbert-base-multilingual-cased,100.0,ru,affine,M,0.5057591199874878,0.147374540567398,160.0,,,
distilbert-base-multilingual-cased,100.0,ru,additive,T,0.931964099407196,0.0299101769924163,160.0,,,
distilbert-base-multilingual-cased,100.0,ru,linear,T,0.5719484272230331,0.1469101011157814,160.0,,,
distilbert-base-multilingual-cased,100.0,ru,affine,T,0.5065211057662964,0.1551443785429,160.0,,,
distilbert-base-multilingual-cased,100.0,zh,additive,N,0.939517617225647,0.039819598197937,160.0,,,
distilbert-base-multilingual-cased,100.0,zh,linear,N,0.5961596959615324,0.2218236954445041,160.0,,,
distilbert-base-multilingual-cased,100.0,zh,affine,N,0.486126035451889,0.2516206204891205,160.0,,,
distilbert-base-multilingual-cased,100.0,zh,additive,Q,0.9038507342338562,0.0609228201210498,160.0,,,
distilbert-base-multilingual-cased,100.0,zh,linear,Q,0.5069592184229471,0.2320574272466931,160.0,,,
distilbert-base-multilingual-cased,100.0,zh,affine,Q,0.449300616979599,0.2467566430568695,160.0,,,
distilbert-base-multilingual-cased,100.0,zh,additive,M,0.9580432772636414,0.0279275681823492,160.0,,,
distilbert-base-multilingual-cased,100.0,zh,linear,M,0.6362170395603799,0.2145728136751753,160.0,,,
distilbert-base-multilingual-cased,100.0,zh,affine,M,0.5165839195251465,0.2492630779743194,160.0,,,
distilbert-base-multilingual-cased,100.0,zh,additive,T,0.9524980783462524,0.0315460078418254,160.0,,,
distilbert-base-multilingual-cased,100.0,zh,linear,T,0.6063647008585267,0.219329246954239,160.0,,,
distilbert-base-multilingual-cased,100.0,zh,affine,T,0.5139805674552917,0.2443098723888397,160.0,,,
distilbert-base-multilingual-cased,100.0,ar,additive,N,0.9424899816513062,0.0465787202119827,160.0,,,
distilbert-base-multilingual-cased,100.0,ar,linear,N,0.6324908207827713,0.2337447531209062,160.0,,,
distilbert-base-multilingual-cased,100.0,ar,affine,N,0.113823615014553,0.4114424586296081,160.0,,,
distilbert-base-multilingual-cased,100.0,ar,additive,Q,0.927968978881836,0.068771980702877,160.0,,,
distilbert-base-multilingual-cased,100.0,ar,linear,Q,0.4479902164106885,0.317806138858932,160.0,,,
distilbert-base-multilingual-cased,100.0,ar,affine,Q,0.1721448004245758,0.4060019552707672,160.0,,,
distilbert-base-multilingual-cased,100.0,ar,additive,M,0.9740617871284484,0.0217594839632511,160.0,,,
distilbert-base-multilingual-cased,100.0,ar,linear,M,0.663234654194215,0.2504181986527881,160.0,,,
distilbert-base-multilingual-cased,100.0,ar,affine,M,0.139151856303215,0.444375604391098,160.0,,,
distilbert-base-multilingual-cased,100.0,ar,additive,T,0.9376628994941713,0.0514333061873912,160.0,,,
distilbert-base-multilingual-cased,100.0,ar,linear,T,0.6043599232403133,0.2322862756494166,160.0,,,
distilbert-base-multilingual-cased,100.0,ar,affine,T,0.153852492570877,0.3831638395786285,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,en,additive,N,0.8158832788467407,0.4015905857086181,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,en,linear,N,0.7452321653953797,0.6201906225535878,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,en,affine,N,0.7458977699279785,0.639885663986206,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,en,additive,Q,0.9168328046798706,0.1660176217555999,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,en,linear,Q,0.7557356645933396,0.4487247276850672,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,en,affine,Q,0.7505361437797546,0.462334543466568,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,en,additive,M,0.9771035313606262,0.0532452836632728,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,en,linear,M,0.8099236650707745,0.4624864027476253,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,en,affine,M,0.8149566650390625,0.4499816298484802,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,en,additive,T,0.9538496136665344,0.1030287519097328,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,en,linear,T,0.8328296609448212,0.3549270169482599,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,en,affine,T,0.8156406283378601,0.3943212330341339,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,es,additive,N,0.8850967288017273,0.2185989320278167,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,es,linear,N,0.6532031903236253,0.7875139684645,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,es,affine,N,0.6894488334655762,0.7243327498435974,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,es,additive,Q,0.9580382108688354,0.07544706761837,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,es,linear,Q,0.7789192243358418,0.3799167191782493,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,es,affine,Q,0.7883337736129761,0.3657236099243164,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,es,additive,M,0.9599321484565736,0.0757120102643966,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,es,linear,M,0.8116076790532581,0.3975583410586956,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,es,affine,M,0.8079268336296082,0.4174532890319824,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,es,additive,T,0.9587401151657104,0.0816826000809669,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,es,linear,T,0.653803522744906,0.8819605354253863,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,es,affine,T,0.6523332595825195,0.8651227951049805,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,additive,N,0.8746064305305481,0.2340752631425857,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,linear,N,0.6309065937210129,0.6976886055797173,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,affine,N,0.6537340879440308,0.6674574613571167,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,additive,Q,0.9454895257949828,0.0959261432290077,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,linear,Q,0.8492333938191348,0.2593803975242811,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,affine,Q,0.8491343259811401,0.2662292420864105,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,additive,M,0.9562514424324036,0.0847925469279289,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,linear,M,0.7697835943122484,0.4431356442680663,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,affine,M,0.7740927934646606,0.438567578792572,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,additive,T,0.9695583581924438,0.0596564598381519,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,linear,T,0.7640163228597305,0.5707989354116707,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,affine,T,0.7896593809127808,0.4817672669887543,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,de,additive,N,0.8751103281974792,0.2420763075351715,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,de,linear,N,0.4191679393198297,1.452819241756178,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,de,affine,N,0.4525160193443298,1.359858751296997,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,de,additive,Q,0.91383159160614,0.145305797457695,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,de,linear,Q,0.7624138987405396,0.4144916332351337,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,de,affine,Q,0.7647489309310913,0.4182613492012024,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,de,additive,M,0.9624379873275756,0.0712049752473831,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,de,linear,M,0.7040528626835045,0.7518979178550405,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,de,affine,M,0.7100378274917603,0.7544630169868469,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,de,additive,T,0.9405975341796876,0.1127560511231422,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,de,linear,T,0.7399174547243715,0.6213399433424986,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,de,affine,T,0.739276111125946,0.6321613192558289,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,additive,N,0.8083747625350952,0.4101240634918213,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,linear,N,0.5032411944759614,1.3402305560289527,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,affine,N,0.4965890049934387,1.403400182723999,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,additive,Q,0.895860493183136,0.1909363120794296,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,linear,Q,0.65654859986894,0.6325912430054479,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,affine,Q,0.65171217918396,0.6579049229621887,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,additive,M,0.9285001754760742,0.1325141787528991,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,linear,M,0.7063343086889768,0.5771372634064348,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,affine,M,0.6877167820930481,0.6347485780715942,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,additive,T,0.9304141998291016,0.1404543668031692,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,linear,T,0.6747323105331517,0.7788629588359973,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,affine,T,0.6477674841880798,0.8825665712356567,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,zh,additive,N,0.8951042890548706,0.2038682699203491,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,zh,linear,N,0.5022022362970466,1.3616379467174031,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,zh,affine,N,0.5097175240516663,1.4414032697677612,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,zh,additive,Q,0.9500555992126464,0.091865487396717,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,zh,linear,Q,0.7313103790618765,0.5033020039360787,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,zh,affine,Q,0.7346597909927368,0.5085304975509644,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,zh,additive,M,0.9743164777755736,0.0487846992909908,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,zh,linear,M,0.6505215888711051,0.8187629219640279,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,zh,affine,M,0.6358456015586853,0.905190110206604,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,zh,additive,T,0.9706875085830688,0.0567819960415363,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,zh,linear,T,0.68641093971034,1.0269747051169924,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,zh,affine,T,0.6840986609458923,1.0224506855010986,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,ar,additive,N,0.8155525922775269,0.4857217371463775,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,ar,linear,N,0.4170317009812474,1.901823872629996,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,ar,affine,N,0.4090088903903961,1.8958282470703125,160.0,,,
intfloat/multilingual-e5-large-instruct,0.1,ar,additive,Q,0.8998419642448425,0.2253560572862625,160.0,,,
