model,ridge_alpha,heldout_language,method,operator,operator_fro_norm,operator_spectral_norm,operator_trace
bert-base-multilingual-cased,100.0,en,linear,N,8.541745231271706,1.247412807502053,-86.42593057453632
bert-base-multilingual-cased,100.0,en,linear,Q,9.24974113029331,1.846909370853717,-91.09214129298925
bert-base-multilingual-cased,100.0,en,linear,M,8.199631580317794,1.0534979001247329,-83.70666368305683
bert-base-multilingual-cased,100.0,en,linear,T,8.546725175454934,1.2193586010433968,-86.17785784602165
bert-base-multilingual-cased,100.0,en,affine,N,8.573055783500646,1.2437840213552376,-87.0308875143528
bert-base-multilingual-cased,100.0,en,affine,Q,9.153836801277698,1.4191917270202492,-90.69956289976835
bert-base-multilingual-cased,100.0,en,affine,M,8.239415355464965,1.0528882590869308,-84.34074586629868
bert-base-multilingual-cased,100.0,en,affine,T,8.582640565610454,1.2207630901191713,-86.87907227128744
bert-base-multilingual-cased,100.0,es,linear,N,8.487399069394508,1.241763098358156,-85.38603936880827
bert-base-multilingual-cased,100.0,es,linear,Q,9.24572795154998,1.8213629643454525,-90.97013630717993
bert-base-multilingual-cased,100.0,es,linear,M,8.1557605353839,1.0670195652373586,-82.74941486120224
bert-base-multilingual-cased,100.0,es,linear,T,8.549269826975063,1.2265298601496681,-86.25676412135363
bert-base-multilingual-cased,100.0,es,affine,N,8.516373864715565,1.2428431292428999,-85.97447816282511
bert-base-multilingual-cased,100.0,es,affine,Q,9.156526238096228,1.42894297838619,-90.59391638636589
bert-base-multilingual-cased,100.0,es,affine,M,8.195785627324202,1.0626490162718156,-83.40366294980049
bert-base-multilingual-cased,100.0,es,affine,T,8.584983140531227,1.2277720823100216,-86.95429117232561
bert-base-multilingual-cased,100.0,fr,linear,N,8.527711018106142,1.2602606039161404,-85.62479779869318
bert-base-multilingual-cased,100.0,fr,linear,Q,9.255453593514398,1.7540623006926517,-91.10879378765821
bert-base-multilingual-cased,100.0,fr,linear,M,8.171264028177532,1.0719186619133427,-82.85773050785065
bert-base-multilingual-cased,100.0,fr,linear,T,8.617746691873766,1.2221514398772895,-86.88387084007263
bert-base-multilingual-cased,100.0,fr,affine,N,8.55959249780712,1.2551462095801054,-86.24327986687422
bert-base-multilingual-cased,100.0,fr,affine,Q,9.175954376211683,1.431734159065264,-90.77590603381395
bert-base-multilingual-cased,100.0,fr,affine,M,8.207545761180693,1.0617867590428478,-83.48309181630611
bert-base-multilingual-cased,100.0,fr,affine,T,8.650351201268055,1.222524160203311,-87.57343975454569
bert-base-multilingual-cased,100.0,de,linear,N,8.535495773119559,1.254693465172802,-85.78004428744316
bert-base-multilingual-cased,100.0,de,linear,Q,9.271970874030574,1.8463777483540078,-90.98623862117529
