model,language,from_level,to_level,step_size,mean_delta_norm,centroid_norm,n
BAAI/bge-m3,fr,0,1,1,13.291986465454102,12.682424545288086,160
BAAI/bge-m3,fr,1,2,1,3.4692153930664062,3.126636743545532,160
BAAI/bge-m3,fr,-2,0,2,11.016736030578612,10.499484062194824,160
BAAI/bge-m3,fr,-1,1,2,11.435602188110352,11.093698501586914,160
BAAI/bge-m3,fr,0,2,2,13.284782409667969,12.637228965759276,160
BAAI/bge-m3,fr,-2,2,4,12.594846725463867,12.152037620544434,160
BAAI/bge-m3,ru,-2,-1,1,6.688509464263916,5.249804973602295,160
BAAI/bge-m3,ru,-1,0,1,9.223562240600586,7.831717967987059,160
BAAI/bge-m3,ru,0,1,1,7.972453117370605,6.671388149261475,160
BAAI/bge-m3,ru,1,2,1,8.287310600280762,7.1328887939453125,160
BAAI/bge-m3,ru,-2,0,2,10.228899955749512,8.751482963562012,160
BAAI/bge-m3,ru,-1,1,2,9.51565170288086,8.528854370117188,160
BAAI/bge-m3,ru,0,2,2,9.103910446166992,7.297679424285889,160
BAAI/bge-m3,ru,-2,2,4,10.671385765075684,8.978625297546387,160
BAAI/bge-m3,zh,-2,-1,1,6.175871849060059,5.71457052230835,160
BAAI/bge-m3,zh,-1,0,1,7.567299842834473,6.996945381164551,160
BAAI/bge-m3,zh,0,1,1,7.236082553863525,6.690720558166504,160
BAAI/bge-m3,zh,1,2,1,6.734771728515625,6.4018378257751465,160
BAAI/bge-m3,zh,-2,0,2,7.221048831939697,6.754978179931641,160
BAAI/bge-m3,zh,-1,1,2,3.2439918518066406,2.803812026977539,160
BAAI/bge-m3,zh,0,2,2,7.162195682525635,6.662879943847656,160
BAAI/bge-m3,zh,-2,2,4,6.361239433288574,6.127666473388672,160
bert-base-multilingual-cased,ar,-2,-1,1,4.035826683044434,3.5368924140930176,160
bert-base-multilingual-cased,ar,-1,0,1,4.643001556396484,3.785931348800659,160
bert-base-multilingual-cased,ar,0,1,1,4.454533100128174,3.540111303329468,160
bert-base-multilingual-cased,ar,1,2,1,3.5375351905822754,2.9531118869781494,160
bert-base-multilingual-cased,ar,-2,0,2,4.3108439445495605,3.487255334854126,160
bert-base-multilingual-cased,ar,-1,1,2,2.0670175552368164,1.7573305368423462,160
bert-base-multilingual-cased,ar,0,2,2,4.078860282897949,3.1493868827819824,160
bert-base-multilingual-cased,ar,-2,2,4,2.787137269973755,2.201945304870605,160
bert-base-multilingual-cased,de,-2,-1,1,4.134625434875488,3.409054040908813,160
bert-base-multilingual-cased,de,-1,0,1,5.607895851135254,4.874821662902832,160
bert-base-multilingual-cased,de,0,1,1,5.663567543029785,4.815177440643311,160
bert-base-multilingual-cased,de,1,2,1,3.6809158325195312,3.057217836380005,160
bert-base-multilingual-cased,de,-2,0,2,5.62758731842041,4.833742141723633,160
bert-base-multilingual-cased,de,-1,1,2,3.153022050857544,2.4944653511047363,160
bert-base-multilingual-cased,de,0,2,2,5.550897121429443,4.780059814453125,160
bert-base-multilingual-cased,de,-2,2,4,3.303234577178955,2.744333267211914,160
bert-base-multilingual-cased,en,-2,-1,1,3.287783145904541,2.779247045516968,160
bert-base-multilingual-cased,en,-1,0,1,5.107747554779053,4.66196870803833,160
bert-base-multilingual-cased,en,0,1,1,5.654491901397705,5.060533046722412,160
bert-base-multilingual-cased,en,1,2,1,3.597003936767578,2.94249963760376,160
bert-base-multilingual-cased,en,-2,0,2,5.527435779571533,5.036523342132568,160
bert-base-multilingual-cased,en,-1,1,2,3.763704299926758,3.11382794380188,160
bert-base-multilingual-cased,en,0,2,2,6.1615986824035645,5.534454345703125,160
bert-base-multilingual-cased,en,-2,2,4,3.753279209136963,3.0936384201049805,160
bert-base-multilingual-cased,es,-2,-1,1,3.9342408180236816,3.2443926334381104,160
bert-base-multilingual-cased,es,-1,0,1,4.806997776031494,4.151872158050537,160
bert-base-multilingual-cased,es,0,1,1,5.100981712341309,4.3888468742370605,160
bert-base-multilingual-cased,es,1,2,1,3.585660457611084,2.848578453063965,160
bert-base-multilingual-cased,es,-2,0,2,4.537510871887207,3.65678071975708,160
bert-base-multilingual-cased,es,-1,1,2,2.5861682891845703,2.245226621627808,160
bert-base-multilingual-cased,es,0,2,2,5.198645114898682,4.396439075469971,160
bert-base-multilingual-cased,es,-2,2,4,3.3517441749572754,2.713402271270752,160
bert-base-multilingual-cased,fr,-2,-1,1,5.583090782165527,4.608009338378906,160
bert-base-multilingual-cased,fr,-1,0,1,5.7003936767578125,4.950286865234375,160
bert-base-multilingual-cased,fr,0,1,1,5.381825923919678,4.471103191375732,160
bert-base-multilingual-cased,fr,1,2,1,3.642338514328003,2.79935359954834,160
bert-base-multilingual-cased,fr,-2,0,2,5.114495277404785,4.306355953216553,160
bert-base-multilingual-cased,fr,-1,1,2,2.981407642364502,2.5292413234710693,160
bert-base-multilingual-cased,fr,0,2,2,5.004193305969238,4.2071075439453125,160
bert-base-multilingual-cased,fr,-2,2,4,3.954001903533936,3.2912001609802246,160
bert-base-multilingual-cased,ru,-2,-1,1,3.428380250930786,3.000790596008301,160
bert-base-multilingual-cased,ru,-1,0,1,3.9683799743652335,3.515984296798706,160
bert-base-multilingual-cased,ru,0,1,1,4.267228126525879,3.700294256210327,160
bert-base-multilingual-cased,ru,1,2,1,4.0220441818237305,3.414238929748535,160
bert-base-multilingual-cased,ru,-2,0,2,3.764692783355713,3.171372652053833,160
bert-base-multilingual-cased,ru,-1,1,2,4.140840530395508,3.690428256988525,160
bert-base-multilingual-cased,ru,0,2,2,4.159272193908691,3.4283785820007324,160
bert-base-multilingual-cased,ru,-2,2,4,3.4563210010528564,2.851653575897217,160
bert-base-multilingual-cased,zh,-2,-1,1,4.258848667144775,3.54487943649292,160
bert-base-multilingual-cased,zh,-1,0,1,4.971449851989746,4.36046838760376,160
bert-base-multilingual-cased,zh,0,1,1,4.677010536193848,4.032299041748047,160
bert-base-multilingual-cased,zh,1,2,1,3.888127088546753,3.485297679901123,160
bert-base-multilingual-cased,zh,-2,0,2,4.273367404937744,3.513253688812256,160
bert-base-multilingual-cased,zh,-1,1,2,3.0803184509277344,2.434682846069336,160
bert-base-multilingual-cased,zh,0,2,2,3.783694505691528,3.095664978027344,160
bert-base-multilingual-cased,zh,-2,2,4,3.285402774810791,2.8484792709350586,160
distilbert-base-multilingual-cased,ar,-2,-1,1,2.187635898590088,2.096909761428833,160
distilbert-base-multilingual-cased,ar,-1,0,1,2.839296817779541,2.7418105602264404,160
distilbert-base-multilingual-cased,ar,0,1,1,2.704472303390503,2.586345672607422,160
distilbert-base-multilingual-cased,ar,1,2,1,2.140904188156128,2.048023223876953,160
distilbert-base-multilingual-cased,ar,-2,0,2,2.560155153274536,2.436981439590454,160
distilbert-base-multilingual-cased,ar,-1,1,2,1.3211114406585691,1.2652219533920288,160
distilbert-base-multilingual-cased,ar,0,2,2,2.376396894454956,2.254346370697021,160
distilbert-base-multilingual-cased,ar,-2,2,4,1.9293733835220337,1.843029260635376,160
distilbert-base-multilingual-cased,de,-2,-1,1,2.7701950073242188,2.6313259601593018,160
distilbert-base-multilingual-cased,de,-1,0,1,3.629938840866089,3.4368999004364014,160
distilbert-base-multilingual-cased,de,0,1,1,3.488088130950928,3.194467544555664,160
distilbert-base-multilingual-cased,de,1,2,1,2.564570903778076,2.4165360927581787,160
distilbert-base-multilingual-cased,de,-2,0,2,3.4430572986602783,3.204509258270264,160
distilbert-base-multilingual-cased,de,-1,1,2,1.9953025579452517,1.8623936176300049,160
distilbert-base-multilingual-cased,de,0,2,2,3.61332631111145,3.34705662727356,160
distilbert-base-multilingual-cased,de,-2,2,4,2.374587297439575,2.247342586517334,160
distilbert-base-multilingual-cased,en,-2,-1,1,2.5483546257019043,2.441069841384888,160
distilbert-base-multilingual-cased,en,-1,0,1,3.626046657562256,3.462059259414673,160
distilbert-base-multilingual-cased,en,0,1,1,4.185642719268799,3.94426703453064,160
distilbert-base-multilingual-cased,en,1,2,1,2.261041641235352,2.0738041400909424,160
distilbert-base-multilingual-cased,en,-2,0,2,4.200934410095215,3.971750020980835,160
distilbert-base-multilingual-cased,en,-1,1,2,2.412591457366944,2.267096281051636,160
distilbert-base-multilingual-cased,en,0,2,2,4.230080604553223,4.01204252243042,160
distilbert-base-multilingual-cased,en,-2,2,4,2.4573206901550293,2.296535015106201,160
distilbert-base-multilingual-cased,es,-2,-1,1,2.827660322189331,2.6612658500671387,160
distilbert-base-multilingual-cased,es,-1,0,1,3.555450439453125,3.3622384071350098,160
distilbert-base-multilingual-cased,es,0,1,1,3.514366865158081,3.2721593379974365,160
distilbert-base-multilingual-cased,es,1,2,1,2.408783197402954,2.2311160564422607,160
distilbert-base-multilingual-cased,es,-2,0,2,3.217215061187744,2.913801670074463,160
distilbert-base-multilingual-cased,es,-1,1,2,1.6513550281524658,1.5545088052749634,160
distilbert-base-multilingual-cased,es,0,2,2,3.5427451133728027,3.220258951187134,160
distilbert-base-multilingual-cased,es,-2,2,4,2.2276482582092285,2.0894205570220947,160
distilbert-base-multilingual-cased,fr,-2,-1,1,3.856459379196167,3.605412006378174,160
distilbert-base-multilingual-cased,fr,-1,0,1,3.937113285064697,3.7857258319854736,160
distilbert-base-multilingual-cased,fr,0,1,1,3.795473575592041,3.579917907714844,160
distilbert-base-multilingual-cased,fr,1,2,1,2.9519474506378174,2.727423667907715,160
distilbert-base-multilingual-cased,fr,-2,0,2,3.687802791595459,3.460889339447021,160
distilbert-base-multilingual-cased,fr,-1,1,2,2.1486079692840576,2.0282323360443115,160
distilbert-base-multilingual-cased,fr,0,2,2,3.6591579914093018,3.4121663570404053,160
distilbert-base-multilingual-cased,fr,-2,2,4,2.7126452922821045,2.532775640487671,160
distilbert-base-multilingual-cased,ru,-2,-1,1,2.5438482761383057,2.407942533493042,160
distilbert-base-multilingual-cased,ru,-1,0,1,2.660141706466675,2.558025360107422,160
distilbert-base-multilingual-cased,ru,0,1,1,2.705134868621826,2.545940399169922,160
distilbert-base-multilingual-cased,ru,1,2,1,2.212482452392578,2.1068460941314697,160
distilbert-base-multilingual-cased,ru,-2,0,2,2.4482293128967285,2.289918899536133,160
distilbert-base-multilingual-cased,ru,-1,1,2,2.8203861713409424,2.7120707035064697,160
distilbert-base-multilingual-cased,ru,0,2,2,2.4352669715881348,2.29491925239563,160
distilbert-base-multilingual-cased,ru,-2,2,4,2.180878162384033,2.057645082473755,160
distilbert-base-multilingual-cased,zh,-2,-1,1,2.556452989578247,2.424921989440918,160
distilbert-base-multilingual-cased,zh,-1,0,1,2.938760042190552,2.7981274127960205,160
distilbert-base-multilingual-cased,zh,0,1,1,2.4424076080322266,2.257343053817749,160
distilbert-base-multilingual-cased,zh,1,2,1,2.46818470954895,2.3679428100585938,160
distilbert-base-multilingual-cased,zh,-2,0,2,2.3759799003601074,2.1785778999328613,160
distilbert-base-multilingual-cased,zh,-1,1,2,2.002582550048828,1.895282506942749,160
distilbert-base-multilingual-cased,zh,0,2,2,2.523234367370605,2.3222849369049072,160
distilbert-base-multilingual-cased,zh,-2,2,4,2.2129950523376465,2.117271900177002,160
intfloat/multilingual-e5-large,ar,-2,-1,1,4.393133640289307,3.98288893699646,160
intfloat/multilingual-e5-large,ar,-1,0,1,4.806020259857178,4.482544898986816,160
intfloat/multilingual-e5-large,ar,0,1,1,4.951944351196289,4.628683567047119,160
intfloat/multilingual-e5-large,ar,1,2,1,4.014320373535156,3.769303321838379,160
intfloat/multilingual-e5-large,ar,-2,0,2,5.366917610168457,4.988613128662109,160
intfloat/multilingual-e5-large,ar,-1,1,2,1.9099605083465576,1.5473510026931765,160
intfloat/multilingual-e5-large,ar,0,2,2,5.719605922698975,5.349328517913818,160
intfloat/multilingual-e5-large,ar,-2,2,4,3.991544246673584,3.742950916290283,160
intfloat/multilingual-e5-large,de,-2,-1,1,7.126983642578125,6.67655611038208,160
intfloat/multilingual-e5-large,de,-1,0,1,9.742497444152832,9.11398696899414,160
intfloat/multilingual-e5-large,de,0,1,1,8.457854270935059,7.833892822265625,160
intfloat/multilingual-e5-large,de,1,2,1,4.088503360748291,3.5469508171081543,160
intfloat/multilingual-e5-large,de,-2,0,2,9.221105575561523,8.617049217224121,160
intfloat/multilingual-e5-large,de,-1,1,2,8.783708572387695,8.308353424072266,160
intfloat/multilingual-e5-large,de,0,2,2,9.389323234558104,8.684962272644043,160
intfloat/multilingual-e5-large,de,-2,2,4,9.445178985595703,9.069816589355469,160
intfloat/multilingual-e5-large,en,-2,-1,1,3.781720399856568,3.488340377807617,160
intfloat/multilingual-e5-large,en,-1,0,1,8.597790718078613,8.239145278930664,160
intfloat/multilingual-e5-large,en,0,1,1,12.357287406921388,11.806981086730955,160
intfloat/multilingual-e5-large,en,1,2,1,4.883264064788818,4.46273946762085,160
intfloat/multilingual-e5-large,en,-2,0,2,9.188562393188477,8.862754821777344,160
intfloat/multilingual-e5-large,en,-1,1,2,11.435625076293944,10.980326652526855,160
intfloat/multilingual-e5-large,en,0,2,2,13.27820873260498,12.731303215026855,160
intfloat/multilingual-e5-large,en,-2,2,4,12.472295761108398,12.007451057434082,160
intfloat/multilingual-e5-large,es,-2,-1,1,6.6649675369262695,6.373481750488281,160
intfloat/multilingual-e5-large,es,-1,0,1,8.157254219055176,7.711727142333984,160
intfloat/multilingual-e5-large,es,0,1,1,10.28453254699707,9.760690689086914,160
intfloat/multilingual-e5-large,es,1,2,1,4.667921543121338,4.324593544006348,160
intfloat/multilingual-e5-large,es,-2,0,2,9.03769874572754,8.542476654052734,160
intfloat/multilingual-e5-large,es,-1,1,2,8.631680488586426,8.303899765014648,160
intfloat/multilingual-e5-large,es,0,2,2,10.780078887939451,10.16727352142334,160
intfloat/multilingual-e5-large,es,-2,2,4,9.296475410461426,8.953445434570312,160
intfloat/multilingual-e5-large,fr,-2,-1,1,6.424127101898193,6.103312015533447,160
intfloat/multilingual-e5-large,fr,-1,0,1,8.029228210449219,7.671200752258301,160
intfloat/multilingual-e5-large,fr,0,1,1,9.67397689819336,9.299654960632324,160
intfloat/multilingual-e5-large,fr,1,2,1,3.5474038124084477,3.2257232666015625,160
intfloat/multilingual-e5-large,fr,-2,0,2,8.04374885559082,7.680007934570312,160
intfloat/multilingual-e5-large,fr,-1,1,2,8.631827354431152,8.321693420410156,160
intfloat/multilingual-e5-large,fr,0,2,2,9.965948104858398,9.554059982299805,160
intfloat/multilingual-e5-large,fr,-2,2,4,8.818384170532227,8.556315422058105,160
intfloat/multilingual-e5-large,ru,-2,-1,1,5.772441864013672,5.117093563079834,160
intfloat/multilingual-e5-large,ru,-1,0,1,6.611082553863525,5.789134502410889,160
intfloat/multilingual-e5-large,ru,0,1,1,6.510117530822754,5.756095886230469,160
intfloat/multilingual-e5-large,ru,1,2,1,7.229875087738037,6.770257472991943,160
intfloat/multilingual-e5-large,ru,-2,0,2,8.571200370788574,7.680066108703613,160
intfloat/multilingual-e5-large,ru,-1,1,2,7.016071319580078,6.56198787689209,160
intfloat/multilingual-e5-large,ru,0,2,2,7.174017429351807,6.242176532745361,160
intfloat/multilingual-e5-large,ru,-2,2,4,8.91516399383545,8.000435829162598,160
intfloat/multilingual-e5-large,zh,-2,-1,1,4.56456184387207,4.167007446289063,160
intfloat/multilingual-e5-large,zh,-1,0,1,5.546015739440918,5.197870254516602,160
intfloat/multilingual-e5-large,zh,0,1,1,5.734341621398926,5.350577831268311,160
intfloat/multilingual-e5-large,zh,1,2,1,3.88121485710144,3.534381628036499,160
intfloat/multilingual-e5-large,zh,-2,0,2,6.353161811828613,6.008881092071533,160
intfloat/multilingual-e5-large,zh,-1,1,2,3.2561912536621094,2.904364824295044,160
intfloat/multilingual-e5-large,zh,0,2,2,5.942422866821289,5.624362945556641,160
intfloat/multilingual-e5-large,zh,-2,2,4,4.893008232116699,4.578166961669922,160
sentence-transformers/LaBSE,ar,-2,-1,1,5.202685832977295,4.917621612548828,160
sentence-transformers/LaBSE,ar,-1,0,1,5.992344379425049,5.772989273071289,160
sentence-transformers/LaBSE,ar,0,1,1,5.725140571594238,5.493107318878174,160
sentence-transformers/LaBSE,ar,1,2,1,4.422571659088135,4.207189559936523,160
sentence-transformers/LaBSE,ar,-2,0,2,4.566638946533203,4.13060474395752,160
sentence-transformers/LaBSE,ar,-1,1,2,1.725578546524048,1.4623379707336426,160
sentence-transformers/LaBSE,ar,0,2,2,4.55153751373291,4.165534019470215,160
sentence-transformers/LaBSE,ar,-2,2,4,3.574599027633667,3.1918654441833496,160
sentence-transformers/LaBSE,de,-2,-1,1,7.7444305419921875,6.697439670562744,160
sentence-transformers/LaBSE,de,-1,0,1,10.269607543945312,9.36630153656006,160
sentence-transformers/LaBSE,de,0,1,1,10.503129959106444,8.913371086120605,160
sentence-transformers/LaBSE,de,1,2,1,6.398004055023193,5.598714828491211,160
sentence-transformers/LaBSE,de,-2,0,2,9.2369384765625,7.816809177398682,160
sentence-transformers/LaBSE,de,-1,1,2,7.428807735443115,6.676966667175293,160
sentence-transformers/LaBSE,de,0,2,2,13.061162948608398,11.749673843383787,160
sentence-transformers/LaBSE,de,-2,2,4,6.9536848068237305,6.211822986602783,160
sentence-transformers/LaBSE,en,-2,-1,1,4.490553379058838,4.284040927886963,160
sentence-transformers/LaBSE,en,-1,0,1,8.37494945526123,7.912949085235596,160
sentence-transformers/LaBSE,en,0,1,1,10.496057510375977,9.82322597503662,160
sentence-transformers/LaBSE,en,1,2,1,3.912197113037109,3.685479640960693,160
sentence-transformers/LaBSE,en,-2,0,2,9.036104202270508,8.577897071838379,160
sentence-transformers/LaBSE,en,-1,1,2,6.496813774108887,6.172223567962647,160
sentence-transformers/LaBSE,en,0,2,2,10.435245513916016,9.722190856933594,160
sentence-transformers/LaBSE,en,-2,2,4,7.000759124755859,6.624476909637451,160
sentence-transformers/LaBSE,es,-2,-1,1,7.164440155029297,6.720853328704834,160
sentence-transformers/LaBSE,es,-1,0,1,7.146883487701416,6.766372680664063,160
sentence-transformers/LaBSE,es,0,1,1,7.841361999511719,7.253381252288818,160
sentence-transformers/LaBSE,es,1,2,1,6.10338830947876,5.310537815093994,160
sentence-transformers/LaBSE,es,-2,0,2,7.42115306854248,6.932164192199707,160
sentence-transformers/LaBSE,es,-1,1,2,5.586304664611816,5.214860439300537,160
sentence-transformers/LaBSE,es,0,2,2,8.280119895935059,7.346545219421387,160
sentence-transformers/LaBSE,es,-2,2,4,6.019059658050537,5.452884197235107,160
sentence-transformers/LaBSE,fr,-2,-1,1,9.369558334350586,8.793015480041504,160
sentence-transformers/LaBSE,fr,-1,0,1,11.764325141906738,11.247041702270508,160
sentence-transformers/LaBSE,fr,0,1,1,11.264055252075195,10.515514373779297,160
sentence-transformers/LaBSE,fr,1,2,1,5.11008358001709,4.77790641784668,160
sentence-transformers/LaBSE,fr,-2,0,2,8.182701110839844,7.565531730651855,160
sentence-transformers/LaBSE,fr,-1,1,2,8.43373966217041,8.11542797088623,160
sentence-transformers/LaBSE,fr,0,2,2,9.314595222473145,8.480661392211914,160
sentence-transformers/LaBSE,fr,-2,2,4,6.111311435699463,5.490847110748291,160
sentence-transformers/LaBSE,ru,-2,-1,1,4.458945274353027,3.650567531585693,160
sentence-transformers/LaBSE,ru,-1,0,1,5.487719535827637,4.608761787414551,160
sentence-transformers/LaBSE,ru,0,1,1,5.500354290008545,4.755327224731445,160
sentence-transformers/LaBSE,ru,1,2,1,5.507908344268799,5.074933052062988,160
sentence-transformers/LaBSE,ru,-2,0,2,5.892656803131104,5.12519121170044,160
sentence-transformers/LaBSE,ru,-1,1,2,6.348694324493408,5.594852447509766,160
sentence-transformers/LaBSE,ru,0,2,2,5.859143257141113,5.074130058288574,160
sentence-transformers/LaBSE,ru,-2,2,4,6.181746006011963,5.479698657989502,160
sentence-transformers/LaBSE,zh,-2,-1,1,5.028127670288086,4.392359256744385,160
sentence-transformers/LaBSE,zh,-1,0,1,4.918221473693848,4.229782581329346,160
sentence-transformers/LaBSE,zh,0,1,1,5.305180549621582,4.719925880432129,160
sentence-transformers/LaBSE,zh,1,2,1,5.396869659423828,4.925512313842773,160
sentence-transformers/LaBSE,zh,-2,0,2,5.474977016448975,4.808223724365234,160
sentence-transformers/LaBSE,zh,-1,1,2,4.390467643737793,3.9494028091430655,160
sentence-transformers/LaBSE,zh,0,2,2,5.568389892578125,4.960888385772705,160
sentence-transformers/LaBSE,zh,-2,2,4,5.68914794921875,5.024989604949951,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,-2,-1,1,0.3951275944709778,0.328667402267456,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,-1,0,1,0.7277361750602722,0.673214316368103,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,0,1,1,0.7163492441177368,0.660801887512207,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,1,2,1,0.4320259094238281,0.3743976950645447,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,-2,0,2,0.713078498840332,0.6561146378517151,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,-1,1,2,0.1722375601530075,0.1145782768726348,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,0,2,2,0.7293902635574341,0.6802815198898315,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,-2,2,4,0.4794302582740783,0.44101482629776,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,-2,-1,1,1.3544235229492188,1.2621062994003296,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,-1,0,1,1.5780082941055298,1.3223212957382202,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,0,1,1,1.510549545288086,1.298693060874939,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,1,2,1,1.0500173568725586,0.9544177055358888,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,-2,0,2,1.9831784963607788,1.7879115343093872,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,-1,1,2,2.1508564949035645,1.957758545875549,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,0,2,2,1.7001644372940063,1.4704887866973877,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,-2,2,4,2.6927967071533203,2.4957282543182373,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,-2,-1,1,1.025617003440857,0.98142409324646,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,-1,0,1,2.5534915924072266,2.4639837741851807,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,0,1,1,2.7791714668273926,2.542657852172852,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,1,2,1,1.7551895380020142,1.6516841650009155,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,-2,0,2,2.912216901779175,2.8125483989715576,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,-1,1,2,3.3361167907714844,3.080566167831421,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,0,2,2,3.2317938804626465,2.9852190017700195,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,-2,2,4,3.569266557693481,3.273624420166016,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,-2,-1,1,1.6456022262573242,1.5439796447753906,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,-1,0,1,1.6915957927703855,1.5725812911987305,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,0,1,1,2.177302598953247,1.9420405626297,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,1,2,1,1.2418739795684814,1.115238904953003,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,-2,0,2,2.311965227127075,2.2016232013702397,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,-1,1,2,2.401005268096924,2.1362335681915283,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,0,2,2,2.537479877471924,2.27802848815918,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,-2,2,4,3.034153699874878,2.7828927040100098,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,-2,-1,1,1.7281700372695925,1.6156189441680908,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,-1,0,1,1.9018192291259768,1.808724284172058,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,0,1,1,2.175729274749756,2.010339975357056,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,1,2,1,1.1742403507232666,1.118929147720337,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,-2,0,2,2.16579008102417,2.0482072830200195,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,-1,1,2,2.405189275741577,2.279815196990967,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,0,2,2,2.5225157737731934,2.342927932739258,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,-2,2,4,2.760714292526245,2.5773446559906006,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,-2,-1,1,0.8338919878005981,0.6337187886238098,160
